,0
2304,맛초킹（반）＋치즈볼/1
2305,정말 맛있군 ㅎㅎ
2306,en**
2307, 2021년 12월 2일
2308,신고
2309,★★★★★ 맛 ★ 5 양 ★ 5
2310,뿌링클（반）＋치즈볼/1(변경&추가(뿌링 치즈볼로 변경))
2311,엄청 따뜻해서 맛있고 반마리도 많고 치즈볼도 쫀득해서 좋아요!
2312,mi**
2313, 2021년 12월 2일
2314,신고
2315,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2316,"뿌링치즈스틱/1,뿌링클 콤보＋뿌링치즈볼/1"
2317,치즈스틱은 처음 먹어보는데 괜찮네요! 너무 맛있게 잘 먹었습니당ㅎㅎ
2318,he**
2319, 2021년 12월 2일
2320,신고
2321,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2322,뿌링클 콤보/1
2323,배달도 빠르고 치킨 맛있다~
2324,ra**
2325, 2021년 12월 1일
2326,신고
2327,★★★★★ 맛 ★ 5 양 ★ 5
2328,뿌링클（반）＋치즈볼/1(변경&추가(뿌링 치즈볼로 변경))
2329,아주 맛있게 잘먹었습니다
2330,my**
2331, 2021년 12월 1일
2332,신고
2333,★★★★★ 맛 ★ 5 양 ★ 5
2334,후라이드/1
2335,맛있게 잘 먹었습니다.
2336,al**
2337, 2021년 12월 1일
2338,신고
2339,★★★★★ 맛 ★ 4 양 ★ 4
2340,맛초킹/1
2341,너무 치킨이 부서져잇지만 맛은 괜춘
2342,co**
2343, 2021년 12월 1일
2344,신고
2345,★★★★★ 맛 ★ 5 양 ★ 5
2346,양념치킨/1
2347,양념도 많고 치킨도 맛있고
2348,op**
2349, 2021년 12월 1일
2350,신고
2351,★★★★★ 맛 ★ 5 양 ★ 5
2352,뿌링클/1
2353,잘 먹었습니다~!!
2354,t_**
2355, 2021년 12월 1일
2356,신고
2357,★★★★★ 맛 ★ 5 양 ★ 5
2358,뿌링클 콤보/1
2359,넘 맛있게 잘먹었어요 👍
2360,cj**
2361, 2021년 11월 30일
2362,신고
2363,★★★★★ 맛 ★ 5 양 ★ 4 배달 ★ 3
2364,뿌링클 콤보/1
2365,날씨가 추워서그런지 예상배달시간보다 많이늦어서 치킨이 많이식어서왔는데 그래도 맛은있네요
2366,le**
2367, 2021년 11월 30일
2368,신고
2369,★★★★★ 맛 ★ 5 양 ★ 5
2370,골드킹 스틱/1
2371,골드킹 스틱 맛있어요
2372,71**
2373, 2021년 11월 30일
2374,신고
2375,★★★★★ 맛 ★ 4 양 ★ 4
2376,맛초킹（반）＋치즈볼/1
2377,오늘은 많이 바쁘셨는지 치킨이 저번처럼 맛있진 않아서 아쉬웠습니다ㅠㅠ 소스도 잘 안발라져있고.. 그래도 잘 먹었습니다!
2378,zz**
2379, 2021년 11월 30일
2380,신고
2381,★★★★★ 맛 ★ 4 양 ★ 5
2382,후라이드/1
2383,bhc후라이드 제일 좋아해요 근데 이날은 약간 기름이 많았어요ㅜ
2384,io**
2385, 2021년 11월 30일
2386,신고
2387,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2388,뿌링클순살/1
2389,맛있어요 양념이가득!
2390,30**
2391, 2021년 11월 30일
2392,신고
2393,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2394,후라이드 반／양념 반/1
2395,너무너무너무 좋아요~~
2396,du**
2397, 2021년 11월 30일
2398,신고
2399,★★★★★ 맛 ★ 1 양 ★ 1
2400,뿌링클/1
2401,여러번 튀긴 오래된 날개가 3개이고 허벅지살이 없는 부위가 전혀 안맞는 치킨을 받았어요. 여러번 튀겨서 살이 뼈보다 딱딱해요.
2402,사장
2403, 2021년 11월 30일
2404,신고
2405,고객
2406, 리뷰 감사합니다. 저희매장은 주문후 바로 조리에 들어갑니다. 선조리는 하지않습니다. 오해없으시길 바랍니다. 신선육 경우 본사에서 일괄적으로 입고됩니다.
2407,zo**
2408, 2021년 11월 30일
2409,신고
2410,★★★★★ 맛 ★ 3 양 ★ 4 배달 ★ 4
2411,후라이드＋뿌링멘보샤/1
2412,멘보샤에 양념이 너무 많아서 짰습니다
2413,75**
2414, 2021년 11월 30일
2415,신고
2416,★★★★★ 맛 ★ 5 양 ★ 4
2417,맛초킹순살/1
2418,기대하고 주문했는데 그냥 그렇네요..
2419,na**
2420, 2021년 11월 30일
2421,신고
2422,★★★★★ 맛 ★ 4 양 ★ 4 배달 ★ 5
2423,골드킹 콤보/1
2424,맛있어요! 감사합니다!
2425,co**
2426, 2021년 11월 30일
2427,신고
2428,★★★★★ 맛 ★ 5 양 ★ 5
2429,뿌링클순살/1
2430,치킨이 맛있습니다
2431,yj**
2432, 2021년 11월 30일
2433,신고
2434,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2435,뿌링클 콤보/1
2436,맛있게 잘 먹었습니다
2437,el**
2438, 2021년 11월 29일
2439,신고
2440,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2441,맛초킹/1
2442,문의내용 친절하시고 맛있습니다!
2443,du**
2444, 2021년 11월 29일
2445,신고
2446,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2447,뿌링클 콤보/1
2448,맛있습니당.양도 많고요
2449,ho**
2450, 2021년 11월 28일
2451,신고
2452,★★★★★ 맛 ★ 5 양 ★ 5
2453,맛초킹/1
2454,맛있게 잘 먹었어요!
2455,ks**
2456, 2021년 11월 28일
2457,신고
2458,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2459,뿌링클순살/1
2460,배달이 정말 빨라서 따뜻한 치킨 맛있게 잘 먹었습니다 감사합니다
2461,io**
2462, 2021년 11월 28일
2463,신고
2464,★★★★★ 맛 ★ 4 양 ★ 4 배달 ★ 5
2465,"골드킹/1,머스타드소스/1"
2466,튀김이 다 많이벗겨지고 부스러기가많아서 아쉬워요
2467,rh**
2468, 2021년 11월 28일
2469,신고
2470,★★★★★ 맛 ★ 4 양 ★ 4
2471,"달콤바삭치즈볼/1,뿌링치즈스틱/1,케이준프라이/1,뿌링뿌링소스/1,콜라1.25L/1"
2472,사이드만 주문해도 항상 친절하게 잘 준비해주셔서 좋아요
2473,ws**
2474, 2021년 11월 28일
2475,신고
2476,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2477,후라이드/1
2478,할인 이벤트로 맛있게 잘 먹었네요
2479,lk**
2480, 2021년 11월 28일
2481,신고
2482,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2483,"뿌링클 순살＋치즈볼/1(변경&추가(뿌링 치즈볼로 변경),변경&추가(뿌링뿌링소스 추가))"
2484,항상 맛있게 먹고있어요
2485,ro**
2486, 2021년 11월 27일
2487,신고
2488,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2489,맛초킹 콤보/1
2490,첨 먹어봤는데 맛있어요~ 적당하게 맵고 다음에 또 주문할거같아요~
2491,op**
2492, 2021년 11월 27일
2493,신고
2494,★★★★★ 맛 ★ 5 양 ★ 5
2495,뿌링클 콤보/1
2496,잘 먹었습니다~!!
2497,lu**
2498, 2021년 11월 27일
2499,신고
2500,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2501,뿌링클순살/1
2502,뿌링가루 진짜 많이 뿌려주셨어요 원래 리뷰 안 쓰는데 너무너무 감동 받아서 씁니다.. 여러 지점에서 먹어봤지만 정말 많이 뿌려주셨어요❤️❤️감사합니다 :)
2503,6p**
2504, 2021년 11월 27일
2505,신고
2506,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2507,뿌링클 콤보/1
2508,할인기간이라 반마리 메뉴가 막혔더라고요 ㅜㅜ 아쉬웠지만 뿌링클 콤보로 대신했어요.. 잘 먹었습니당 ~~
2509,co**
2510, 2021년 11월 27일
2511,신고
2512,★★★★★ 맛 ★ 5 양 ★ 5
2513,맛초킹/1
2514,할인도 하고 치킨도 맛있고 좋네요
2515,in**
2516, 2021년 11월 27일
2517,신고
2518,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2519,맛초킹 콤보/1(옵션(콜라1.25L))
2520,맛있게잘먹엇습니다.
2521,kj**
2522, 2021년 11월 27일
2523,신고
2524,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2525,골드킹 콤보/1
2526,달달하니 맛있게 잘 먹었습니다~
2527,re**
2528, 2021년 11월 27일
2529,신고
2530,★★★★★ 맛 ★ 5 양 ★ 5
2531,포테킹 후라이드/1
2532,너무맛있어요 ! 강추!!!!!
2533,el**
2534, 2021년 11월 27일
2535,신고
2536,★★★★★ 맛 ★ 5 양 ★ 5
2537,뿌링클（반）＋치즈볼/1(변경&추가(뿌링 치즈볼로 변경))
2538,항상잘먹고잇어요
2539,le**
2540, 2021년 11월 27일
2541,신고
2542,★★★★★ 맛 ★ 5 양 ★ 5
2543,뿌링클 스틱/1
2544,뿌링클 스틱 맛있어요
2545,71**
2546, 2021년 11월 26일
2547,신고
2548,★★★★★ 맛 ★ 5 양 ★ 5
2549,골드킹/1
2550,어제도 시켜먹고 오늘도 시켜먹었어요ㅎㅎ 너무 맛있습니당!!!
2551,kg**
2552, 2021년 11월 26일
2553,신고
2554,★★★★★ 맛 ★ 5 양 ★ 5
2555,맛초킹（반）＋치즈볼/1
2556,맛있게 잘 먹었습니다!
2557,pa**
2558, 2021년 11월 26일
2559,신고
2560,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2561,핫후라이드/1
2562,적당히 매콤하고 맛있었어요 잘먹었습니다~
